17,17106,2100,＜調味料類＞（調味ソース類）テンメンジャン　　　,0,256,1070,37.5,8.5,-,7.7,-,-,-,-,0,38.1,-,1.2,1.9,3.1,8.2,2900,350,45,61,140,1.6,1.0,0.27,0.54,1,5,7,58,(0),0,3,Tr,3,Tr,(0),0.8,0.1,6.7,2.1,14,0.04,0.11,1.0,0.11,0,20,0.07,7.7,0,7.3,-,-,-,-,-,-,-,-,-,-,　 
17,17107,2101,＜調味料類＞（調味ソース類）ナンプラー　　　,0,48,199,65.5,9.1,6.2,0.1,0,Tr,Tr,0,0,2.7,-,(0),(0),(0),22.7,9000,230,20,90,57,1.2,0.7,0.03,0.03,27,46,5,1,0,0,0,0,0,0,0,0,0,0,0,-,0.01,0.10,3.3,0.10,1.6,26,0.56,7.9,0,22.9,-,-,-,-,-,-,-,-,-,-,"別名： 魚醤
(100 g： 81.9 mL、100 mL： 122.1 g)　 "
17,17108,2102,＜調味料類＞（調味ソース類）冷やし中華のたれ　　　,0,57,238,83.3,2.6,-,1.5,(1.5),(0.23),(0.58),(0.64),-,7.5,-,-,-,-,4.3,1600,160,10,22,68,0.5,0.3,Tr,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,0,0.09,0.06,1.1,0.08,Tr,10,0.28,-,0,4.0,-,-,-,-,-,-,0.8,-,-,-,　 
17,17109,2103,＜調味料類＞（調味ソース類）ホワイトソース　　　,0,99,416,81.7,1.8,(1.4),6.2,(6.2),(1.97),(2.45),(1.46),6,9.2,(5.6),0.2,0.2,0.4,1.1,380,62,34,5,42,0.1,0.2,0.01,0.03,5,1,1,2,-,-,-,-,-,-,-,0.6,Tr,0.9,0.2,2,0.01,0.05,0.2,0.02,0,3,0.17,0.9,0,1.0,-,-,-,-,-,-,-,-,-,-,別名： ベシャメルソース　 
17,17110,2104,＜調味料類＞（調味ソース類）ぽん酢しょうゆ　　,0,47,197,82.0,3.4,-,0.1,-,-,-,-,0,8.2,-,0.2,0.1,0.2,6.3,2300,280,24,33,71,0.7,0.4,0.02,-,-,-,-,-,0,-,-,-,4,1,0,-,-,-,-,0,0.05,0.08,0.6,0.08,Tr,20,0.37,-,24,5.8,-,-,-,-,-,-,-,-,-,-,別名： ポン酢　 
17,17032,2105,＜調味料類＞（調味ソース類）マーボー豆腐の素　　　,0,115,481,75.0,4.2,-,6.3,-,-,-,-,-,10.4,-,-,-,-,4.1,1400,55,12,-,35,0.8,-,-,-,-,-,-,-,4,-,-,-,63,9,-,-,-,-,-,-,0.05,0.03,1.0,-,-,-,-,-,2,3.6,-,-,-,-,-,-,-,-,-,-,試料： レトルトパウチのストレート製品　 
17,17111,2106,＜調味料類＞（調味ソース類）マリネ液　　　,0,68,284,83.9,0.1,-,0,-,-,-,-,0,10.9,-,-,-,-,1.1,370,26,4,3,6,0.2,0,0.01,-,-,-,-,-,0,-,-,-,0,0,0,-,-,-,-,-,0,0,Tr,-,Tr,0,-,-,0,0.9,2.7,-,-,-,-,-,1.3,-,-,-,　 
17,17033,2107,＜調味料類＞（調味ソース類）ミートソース　　　,0,101,423,78.8,3.8,-,5.0,-,-,-,-,-,10.1,(9.6),-,-,-,2.3,610,250,17,-,47,0.8,-,-,-,-,-,-,-,5,-,-,-,530,49,-,-,-,-,-,-,0.14,0.05,1.4,-,-,-,-,-,6,1.5,-,-,-,-,-,-,-,-,-,-,試料： 缶詰及びレトルトパウチ製品　 
17,17112,2108,＜調味料類＞（調味ソース類）焼き鳥のたれ　　　,0,131,549,61.2,3.2,(2.5),0,-,-,-,-,-,29.6,(19.0),-,-,-,6.0,2300,160,13,27,68,0.7,0.4,0.02,-,-,-,-,-,0,-,-,-,0,0,-,-,-,-,-,-,0.02,0.07,0.5,0.10,Tr,13,0.20,-,0,5.8,-,-,-,-,-,-,-,-,-,-,　 
17,17113,2109,＜調味料類＞（調味ソース類）焼き肉のたれ　　　,0,169,709,51.6,4.3,(3.6),2.2,(2.1),(0.32),(0.80),(0.90),Tr,33.1,(28.8),0.1,0.4,0.4,8.8,3300,220,23,35,88,0.9,0.5,0.03,-,-,-,-,-,0,-,-,-,5,Tr,Tr,-,-,-,-,Tr,0.03,0.09,0.8,0.09,0.1,18,0.26,-,1,8.3,-,-,-,-,-,-,-,-,-,-,　 
17,17114,2110,＜調味料類＞（調味ソース類）みたらしのたれ　　　,0,128,535,66.1,0.9,-,0,-,-,-,-,-,31.0,-,-,-,-,1.9,660,120,6,10,24,0.2,0.1,0.01,-,-,-,-,-,0,-,-,-,0,0,-,-,-,-,-,0,0.01,0.02,0.1,0.03,Tr,5,0.05,-,0,1.7,-,-,-,-,-,-,-,-,-,-,　 
17,17115,2111,＜調味料類＞（調味ソース類）ゆずこしょう　　　,0,49,206,64.5,1.3,-,0.8,-,-,-,-,(0),9.3,-,2.3,3.9,6.2,24.1,9900,280,61,44,24,0.6,0.1,0.06,0.10,24,2,5,4,(0),36,230,47,270,22,(0),2.0,0,0.4,0,(0),0.04,0.05,0.9,0.17,-,13,0.22,3.6,2,25.2,-,-,-,-,-,-,-,-,-,-,　 
17,17034,2112,＜調味料類＞（トマト加工品類）トマトピューレー　　　,0,41,172,86.9,1.9,(1.4),0.1,(0.1),(0.02),(0.01),(0.03),(0),9.9,(5.2),1.0,0.8,1.8,1.2,19,490,19,27,37,0.8,0.3,0.19,0.19,0,1,2,9,0,0,630,0,630,52,(0),2.7,0.1,0.3,0,10,0.09,0.07,1.5,0.20,-,29,0.47,8.9,10,0,-,-,-,-,-,-,-,-,-,-,"別名： トマトピューレ
食塩無添加品　 "
